,Nome,Categoria,Link,Persone/Pezzi,Ingredienti,Steps
76,Panettone con lievito di birra,Lievitati,https://ricette.giallozafferano.it/Panettone-con-lievito-di-birra.html,10,"[['Farina Manitoba', '50g'], ['Lievito di birra fresco', '3g'], ['Malto', '1cucchiaino'], ['Latte intero', '30g'], ['Farina Manitoba', '25g'], ['Farina 00', '110g'], ['Lievito di birra fresco', '4g'], ['Uova', '85g'], ['Zucchero', '40g'], ['Burro', '45g'], ['Farina 00', '75g'], ['Uova', '53g'], ['Tuorli', '30g'], ['Zucchero', '50g'], ['Burro', '45g'], ['Scorza di limone', '1'], ['Baccello di vaniglia', '1'], ['Arancia candita', '20g'], ['Cedro candito', '20g'], ['Uva passa', '60g'], ['Sale fino', '3g'], ['Burro', 'q.b.']]","Per preparare il panettone come prima cosa iniziate dalla biga. In una ciotola versate la farina, il lievito di birra sbriciolato il malto Mescolate prima con una marisa poi trasferite su un piano e impastate con le mani. Dovrete ottenere un panetto compatto Riponete di nuovo in ciotola, coprite con pellicola Trascorse le 12 ore riprendete la biga maturata non preoccupatevi se non è cresciuta moltissimo. Trasferitela direttamente nella ciotola di una planetaria aggiungete la farina 00 e la manitoba Unite anche il lievito di birra fresco, sempre sbriciolato Montate il gancio e fate partire la planetaria a velocità bassa. Aggiungete quindi lentamente e un po' alla volta le uova precedentemente sbattute lasciate lavorare la macchina per alcuni minuti fino a che l'impasto non sarà incordato Solo a questo punto potrete aggiungere il burro. Il burro dovrà essere a temperatura ambiente e dovrete aggiungerne un pezzetto alla volta Lasciate che l'impasto assorba bene ogni pezzetto di burro prima di aggiungerne altro. Potete aiutarvi con due cucchiaini, sarà più facile inserire il burro nella planetaria. Impastate ancora fino a che l'impasto non sarà di nuovo incordato Stoppate la macchina e con un tarocco trasferite l'impasto su un piano da lavoro Date ora alcune pieghe all'impasto (slap&fold). Dovrete sollevarlo, sbatterlo sul piano allungandolo e ripiegandolo su se stesso Ripetete questa operazione alcune volte fino a che vi accorgerete che l'impasto sarà più liscio e teso. Pirlate l'impasto Riprendete dal frigo il 1° impasto, lasciatelo ad una temperatura di 26-28° per 2 ore Nel frattempo prendete l'uvetta, prima sciacquatela bene e poi mettetela in ammollo quando si sarà reidratata strizzatela bene Trasferite l'impasto lievitato nella ciotola della planetaria aggiungete quindi la farina Versate anche le uova precendentemente sbattute i tuorli i semi di una bacca di vaniglia e la scorza grattugiata del limone Montate il gancio e azionate la planetaria a velocità bassa. Mentre gira unite anche il sale Lasciate lavorare la macchina, ci vorranno alcuni minuti fino a che l'impasto sia ben incordato al gancio Adesso potete aggiungere il burro morbido, come fatto nel primo impasto, ricordatevi che è importante aggiungerne un pezzetto alla volta aspettando che sia ben assorbito prima di aggiungerne ancora. Aiutatevi con due cucchiaini, sarà più semplice aggiungerlo. Lasciate lavorare la macchina, sempre a velocità bassa e nel frattempo occupatevi dei canditi. Trasferite l'arancia candita su un tagliere e tagliatela a cubetti, poi fate la stessa cosa con il cedro Non appena l'impasto sarà ben incordato versate in planetaria i canditi Quindi fate ripartire la macchina, sempre a bassa velocità per far incorporare canditi e uvetta Bagnatevi le mani e staccate l'impasto dal gancio e con un tarocco trasferite l'impasto sul piano da lavoro Date all'impasto le pieghe slap&fold come nel primo impasto, sollevatelo e ripiegatelo su se stesso in questo modo diventerà più tenace. Se vi sembra appiccicoso e nervoso, lasciatelo riposare un paio di minuti.Poi utilizzando il tarocco pirlatelo, in modo da ottenere una forma sferica Coprite con pellicola Riprendete l'impasto lievitato Trasferitelo su un piano, realizzate una piega aiutandovi con il tarocco, sempre sollevando Pirlate poi l'impasto in modo da ottenere una forma sferica. Trasferitelo in uno stampo da panettone alto da 750 g lasciatelo quindi una mezz'oretta all'aria fresca così che si formi una crosticina in superficie. Utilizzate quindi una lama affilata e realizzate una croce al centro del panettone Posizionate al centro della croce un pezzettino di burro e infilzatelo con due spiedi di acciaio lunghi Ribaltatelo mettendolo in equilibrio su due barattoli o due pentole della stessa altezza Lasciate quindi raffreddare per 6 ore, poi capovolgetelo Siete pronti per servire il vostro panettone "
77,Ravioli ricotta e spinaci,Primi piatti,https://ricette.giallozafferano.it/Ravioli-ricotta-e-spinaci.html,24,"[['Farina 00', '250g'], ['Uova', '1124g'], ['Semola', 'q.b.'], ['Spinaci', '250g'], ['Ricotta vaccina', '125g'], ['Parmigiano Reggiano DOP', '50g'], ['Noce moscata', 'q.b.'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare i ravioli ricotta a spinaci iniziate dalla preparazione della sfoglia fresca all’uovo. Prendete la farina (potete lasciarne circa 50 g da parte per aggiungerla al bisogno) e versatela in una ciotola Impastate bene gli ingredienti con le mani per creare un composto omogeneo Se l’impasto dovesse risultare poco elastico aggiungete dell'acqua tiepida per rendere così la pasta più morbida per poter essere tirata con il mattarello o con la macchina tira sfoglia. Se al contrario risultasse appiccicoso, potete aggiungere la farina tenuta da parte, man a mano. Trasferite l’impasto su un piano di lavoro e lavoratelo energicamente, quando avrete ottenuto un impasto liscio e omogeneo, formate una sfera coprendoli con coperchio per farli appassire Lasciateli cuocere fino a che saranno morbidi, ci vorranno un paio di minuti circa.Quando saranno ben ammorbiditi fateli scolare per eliminare i liquidi in eccesso Aromatizzate con della noce moscata Aggiustate di sale e pepe. Quando saranno amalgamati, sminuzzate gli spinaci in un mixer e aggiungeteli alla crema di ricotta Amalgamate bene gli ingredienti per ottenere un composto omogeneo.Trasferite il composto in una sac-à-poche Ripetete l'operazione con l'altro panetto. Stendete i due rettangoli di sfoglia in un piano di lavoro leggermente infarinato di farina di semola e create dei piccoli mucchietti di ripieno con la sac-à-poche Disponeteli a circa 3 cm di distanza gli uni dagli altri spruzzando dell’acqua ai bordi della sfoglia questa rimarrà più facilmente attaccata. Abbiate cura di far fuoriuscire l’aria tra un raviolo e l’altro, pressando intorno al ripieno con le dita, in modo tale da evitare che in cottura si aprano facendo fuoriuscire il ripieno.Quando adagiate la seconda sfoglia fate combaciare i bordi con la prima Poi con una rotella tagliapasta dentellata ricavate i ravioli delle dimensioni 4x4 cm I vostri ravioli ricotta e spinaci sono ora pronti! Potrete poi cuocerli in acqua bollente e condirli a piacimento, ad esempio con burro e salvia!"
78,Torta 7 vasetti ,Dolci,https://ricette.giallozafferano.it/Torta-7-vasetti.html,8,"[['Yogurt bianco naturale', '1'], ['Zucchero', '2'], ['Farina 00', '2'], ['Fecola di patate', '1'], ['Olio di semi', '1'], ['Lievito in polvere per dolci', '16g'], ['Uova', '3']]","Per preparare la torta 7 vasetti, prendete un vasetto di yogurt intero (a temperatura ambiente) da 125 ml e versatelo in una ciotola poi unite due vasetti di zucchero fino ad ottenere una crema liscia.A questo punto rompete le uova e separate albumi e tuorli in due ciotole distinte poi azionando nuovamente lo sbattitore andate ad aggiungere i tuorli nel composto di yogurt e zucchero Sempre con lo sbattitore in azione, aggiungete a filo anche l'olio Una volta che sarà ben amalgamato, posizionate un setaccio direttamente sulla ciotola versate i due vasetti di farina il vasetto di fecola Setacciate il tutto e sempre utilizzando lo sbattitore a velocità bassa fino ad ottenere un composto liscio e uniforme A questo punto riprendete gli albumi e montateli a neve ben ferma (14-15).Aggiungeteli al vostro composto in due o tre volte: iniziate aggiungendo una piccola quantità di albumi e amalgamate mescolando energicamente senza timore di sgonfiare l'impasto poi incorporate il resto degli albumi e mescolate delicatamente con movimenti rotatori dal basso verso l'alto, per evitare di smontare il composto Una volta che l'impasto della vostra torta sarà pronto, imburrate e infarinate uno stampo rotondo da 24 cm di diametro; poi versate al suo interno l'impasto A questo punto "
79,Zuppa di cipolle gratinata,Primi piatti,https://ricette.giallozafferano.it/Zuppa-di-cipolle-gratinata.html,4,"[['Cipolle dorate', '500g'], ['Brodo di manzo', '1l'], ['Burro', '50g'], [""Olio extravergine d'oliva"", '30g'], ['Farina 00', '20g'], ['Zucchero', '5g'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], ['Baguette', '8'], ['Emmentaler', '100g']]","Per realizzare la zuppa di cipolle gratinata per prima cosa preparate il e l’olio di oliva riscaldate sul fuoco e, quando il burro si sarà sciolto, aggiungete le cipolle Mescolate Quando le cipolle risulteranno morbide, alzate leggermente la fiamma e aggiungete lo zucchero Mescolate, poi unite anche la farina setacciata Mescolate ancora e, quando il fondo si sarà asciugato, versate il brodo Proseguite la cottura lasciando sobbollire a fuoco moderato per 30 minuti, aggiungendo altro brodo se si dovesse asciugare troppo.Quando la zuppa sarà cotta aggiustate di sale e pepe e tenetela da parte. Intanto tagliate a fettine la baguette adagiate i pezzetti di pane su una teglia rivestita con carta forno Una volta pronto il pane riempite con la zuppa 4 cocotte di ceramica, adatte alla cottura in forno, di  10 cm di diametro e 6 cm di altezza Completate la preparazione aggiungendo l'Emmentaler grattugiato (16-17). Passate le cocotte in forno a 250° in modalità grill per 10 minuti. Trascorso questo tempo, sformate la zuppa di cipolle gratinata e servitela ben calda "
80,Riso alla cantonese,Primi piatti,https://ricette.giallozafferano.it/Riso-alla-cantonese.html,4,"[['Riso Ribe', '200g'], ['Pisellini', '50g'], ['Prosciutto cotto', '30g'], ['Uova', '2'], ['Acqua', 'q.b.'], ['Vino di riso', 'q.b.'], ['Olio di semi di arachide', 'q.b.'], ['Erba cipollina', 'q.b.'], ['Sale fino', 'q.b.']]","Per preparare il riso alla cantonese, per prima cosa va sciacquato il riso sotto l’acqua fredda per almeno un paio di volte l'acqua dovrà risultare trasparente. E' un passaggio fondamentale. Poi versate il riso lavato in una pentola Dovrete appoggiare il palmo della mano nella pentola, l'acqua dovrà arrivare fino al livello delle nocche. La ricetta non lo prevede, ma se desiderate potete insaporire il riso con un pizzico di sale e un filo di olio in questa fase.Coprite con coperchio In questo caso potete procedere a fuoco alto per altri 2-3 minuti circa fino a quando l'acqua non sarà assorbita del tutto. Trascorso questo tempo, spegnete il fuoco e assicuratevi che l'acqua sia stata assorbita aprendo velocemente il coperchio, poi coprite nuovamente. Spegnete e lasciate riposare il riso nella pentola per 10 minuti. sempre coperto Nel frattempo preparate il resto degli ingredienti: tagliate il prosciutto cotto a cubetti poi sbollentate i piselli per circa 3 minuti scolateli e sciacquateli sotto l’acqua fredda per preservarne il colore e la consistenza Sbattete le uova in una ciotolina Mettete il wok sul fuoco: quando sarà ben caldo versate l’olio di semi e lasciate che si scaldi qualche istante, poi aggiungete le uova Cuocete a fiamma media per circa un minuto, mescolando per ottenere l'effetto strapazzato A questo punto unite il riso poi aggiungete i piselli Unite anche il prosciutto cotto poi condite con un pizzico di sale Fate saltare a fiamma media per 2-3 minuti per amalgamare tutti gli ingredienti Chi desidera può aggiungere anche della salsa di soia. Trasferite il riso nel piatto e guarnite con erba cipollina Il vostro riso alla cantonese è pronto per essere servito "
81,Biscottini di Natale alle mandorle,Dolci,https://ricette.giallozafferano.it/Biscottini-di-Natale-alle-mandorle.html,40,"[['Farina 00', '300g'], ['Farina di mandorle', '120g'], ['Zucchero', '120g'], ['Burro', '180g'], ['Tuorli', '2'], ['Baccello di vaniglia', '1'], ['Albumi', '1'], ['Zucchero a velo', '120g']]","Per preparare i biscottini di Natale alle mandorle mettete in una terrina capiente la farina 00, quella di mandorle, i semi della bacca di vaniglia i tuorli Cominciate ad amalgamare tutti gli ingredienti con le mani quindi trasferite il composto su una spianatoia leggermente infarinata e continuate ad impastare Formate un panetto, copritelo con la pellicola e mettetelo in frigorifero a riposare per almeno un'ora Trascorso il tempo indicato, cospargete con un pizzico di farina un piano di lavoro o una spianatoia e stendete l’impasto con un mattarello fino ad ottenere una sfoglia dello spessore di 0,5 cm Adagiatali su una leccarda ricoperta di carta da forno e fateli cuocere in forno statico preriscaldato, a 180° per circa 6 minuti (la superficie dovrà rimanere chiara) Fate raffreddare completamente i biscotti ottenuti su una gratella che trasferirete in una sac-à-poche munita di bocchetta fine e liscia. Decorate ogni biscotto come più vi piace "
82,Pasta alla gricia,Primi piatti,https://ricette.giallozafferano.it/Pasta-alla-gricia.html,4,"[['Rigatoni', '320g'], ['Guanciale', '250g'], ['Pecorino romano', '60g'], ['Sale fino', 'q.b.']]","Per preparare la pasta alla gricia come prima cosa ponete sul fuoco una pentola colma d'acqua che servirà per la cottura della pasta. A questo punto prendete il guanciale e ricavate delle fette spesse 1 cm Poi separate la cotenna eventualmente presente (potete conservarla in frigo e riutilizzarla in altre ricette, come delle zuppe) e dalle fette ottenete delle listarelle spesse circa mezzo cm In una padella già calda versate il guanciale, senza aggiungere altri grassi lasciatele sfrigolare a fuoco medio per una decina di minuti finché non sarà diventato dorato e croccante facendo attenzione a non bruciarlo. Nel frattempo l'acqua sarà arrivata a bollore, salate e cuocete la pasta Agitate un po’ la padella per smuovere i pezzetti di guanciale.A questo punto la pasta è cotta, scolatela direttamente nel condimento conservando l'acqua di cottura. Saltate per circa 1 minuto, scuotendo la padella e mescolando. Poi togliete la padella dal fuoco, spolverizzate con un un terzo del Pecorino grattugiato Mescolate e saltate ancora la pasta; noterete che si sarà creata una gustosa cremina Potete impiattare la pasta alla gricia e guarnire ciascun piatto con il Pecorino rimasto "
83,Salame di cioccolato,Dolci,https://ricette.giallozafferano.it/Salame-di-cioccolato.html,8,"[['Cioccolato fondente', '200g'], ['Burro', '100g'], ['Biscotti secchi', '100g'], ['Zucchero', '150g'], ['Rum', '10g'], ['Cacao amaro in polvere', '10g'], ['Zucchero a velo', 'q.b.']]","Per preparare il salame di cioccolato, per prima cosa tirate fuori dal frigorifero gli ingredienti in modo che siano a temperatura ambiente. Tritate il cioccolato fondente col coltello poi lasciate intiepidire. Intanto versate il burro e lo zucchero in una ciotola a parte Quando avrete ridotto il burro in crema, versate il rum a filo continuando a mescolare Infine unite il cioccolato intiepidito date una veloce mescolata e incorporate anche il cacao amaro facendo attenzione ad amalgamare il tutto fino ad ottenere un composto omogeneo Sbriciolate i biscotti secchi con le mani poi mescolate con una spatola per incorporarli in modo uniforme Ora prendete un foglio di carta forno e versate il composto al centro, modellandolo con le mani per dargli una forma cilindrica Sollevate il lembo inferiore e avvolgete la carta forno intorno al cilindro poi arrotolate le estremità per sigillarlo Trasferite il rotolo in frigorifero e lasciate rassodare per almeno 2-3 ore Trascorso questo tempo, rimuovete la carta forno "
84,Filetto al pepe verde,Secondi piatti,https://ricette.giallozafferano.it/Filetto-al-pepe-verde.html,4,"[['Filetto di manzo', '1kg'], ['Pepe verde in grani', '20g'], ['Panna fresca liquida', '80g'], ['Senape di Digione', '40g'], ['Brodo di carne', '100g'], ['Brandy', '25g'], ['Burro chiarificato', '20g'], ['Sale', 'q.b.'], ['Farina 00', 'q.b.']]","Per realizzare il filetto al pepe verde, per prima cosa preparate il poi fate passare le due estremità dello spago che tenete in una mano all’interno dell’asola che avete nell’altra mano A questo punto separate le due estremità e usatele per fare un altro giro intorno al filetto, dopodiché fermate lo spago con un nodino Dopo averli legati, versate la farina in un contenitore e adagiate all’interno i filetti Ora prendete una padella, aggiungete il burro chiarificato Quando il burro sarà ben caldo, posizionate i filetti nella padella scottateli per qualche istante sempre a fuoco vivace, poi abbassate leggermente la fiamma e lasciateli cuocere per 1-2 minuti senza toccarli in modo che i primi 6-7 mm del filetto diventino dorati. A questo punto alzate di nuovo la fiamma e girate i filetti sull’altro lato usando un paio di pinze o due cucchiai di legno senza bucare la carne. Scottate ancora per qualche secondo, poi lasciate cuocere per altri 1-2 minuti a fiamma più bassa. Infine girate i filetti sul fianco e alzando di nuovo la fiamma rotolateli nel burro, in modo che l’intera superficie risulti sigillata A questo punto sfumate con il brandy, facendo attenzione agli eventuali schizzi di burro Inclinate subito la padella per flambare il brandy, oppure utilizzate un accendino, e lasciate evaporare l’alcool Non appena la fiamma si sarà estinta, abbassate il fuoco e aggiungete il pepe verde, che avrete precedentemente scolato dalla salamoia un pizzico di sale e la senape Fate ruotare la padella per distribuire il condimento, poi versate all’interno 50 g di panna fresca Muovete ancora la padella per mescolare il tutto e proseguite la cottura per un paio di minuti, nappando continuamente la superficie della carne con la crema utilizzando un cucchiaio Poi girateli e fate la stessa cosa anche dall'altro lato. Per una cottura perfettamente al sangue, toccate la superficie del filetto con un dito per assicurarvi che sia morbido. Se invece preferite la carne un po' più cotta, prolungate leggermente la cottura aggiungendo eventualmente un po' di brodo, Una volta che i filetti saranno cotti, trasferiteli sui piatti da portata, rimuovete lo spago e i 30 g di panna fresca aggiustate eventualmente di sale e fate addensare la salsa a fuoco vivace per 1-2 minuti muovendo la padella. Riconoscerete la giusta consistenza quando, tracciando una linea con il cucchiaio la crema ai due lati si ricongiungerà lentamente A questo punto riprendete il piatto con il filetto, cospargete con un cucchiaio di crema e servite subito il vostro filetto al pepe verde "
85,Paella de marisco,Piatti Unici,https://ricette.giallozafferano.it/Paella-de-marisco.html,4,"[['Riso Bomba', '400g'], ['Cozze', '1kg'], ['Calamari', '500g'], ['Scampi', '8'], ['Gamberi', '8'], ['Cipolle', '80g'], ['Aglio', '1'], ['Fumetto di crostacei', '750g'], ['Passata di pomodoro', '200g'], ['Zafferano', '025g'], ['Paprika dolce', '5g'], ['Peperoncino dolce', '1'], [""Olio extravergine d'oliva"", 'q.b.'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare la paella de marisco, per prima cosa preparate il sciacquando accuratamente i gusci sotto l’acqua corrente. Scaldate un giro d’olio in un tegame, poi aggiungete le cozze Fatele cuocere per 4-5 minuti a fiamma vivace agitando il tegame di tanto in tanto, così si apriranno Spegnete il fuoco e scolate le cozze in una ciotola sulla quale avrete posto un colino, in modo da filtrare e tenere da parte il loro liquido di cottura che vi servirà successivamente Eliminate le cozze che non si sono dischiuse.Ora passate alla pulizia dei calamari: rimuovete la penna Sciacquate accuratamente l’interno dei calamari, dopodiché tagliateli a rondelle di un paio di centimetri Preparate anche gli altri ingredienti che vi serviranno per la preparazione: mondate e tritate finemente la cipolla poi rimuovete i semi dal peperoncino e tagliatelo finemente Infine sbucciate lo spicchio d’aglio, dividetelo a metà e rimuovete l’anima interna Per quanto riguarda i gamberi e gli scampi, sciacquateli sotto l’acqua corrente e incideteli praticando un taglio lungo il ventre con un paio di forbici: in questo modo rilasceranno più sapore durante la cottura Nella padella specifica per paella scaldate un filo d’olio con lo spicchio d’aglio, poi aggiungete i crostacei Una volta cotti, trasferite i gamberoni e gli scampi in un piatto e teneteli da parte Nella stessa padella aggiungete la cipolla Ora alzate leggermente la fiamma e unite i calamari Dopo un paio di minuti rimuovete l’aglio e versate la passata di pomodoro Aggiungete anche il fumetto caldo e il liquido delle cozze che avete tenuto da parte Insaporite con lo zafferano mescolate e portate a bollore.Quando il liquido sarà giunto a bollore potete aggiungere il riso poi pepate e salate con moderazione, visto che l’acqua delle cozze e il fumetto di crostacei saranno già abbastanza sapidi. Date un’ultima mescolata Trascorso il tempo di cottura il riso dovrà risultare asciutto e parzialmente attaccato sul fondo della padella A questo punto spegnete il fuoco e disponete i crostacei sulla superficie poi aggiungete anche le cozze con i gusci che avevate tenuto da parte La vostra bellissima paella de marisco è pronta per essere servita!"
86,Crostata di ricotta,Dolci,https://ricette.giallozafferano.it/Crostata-di-ricotta.html,8,"[['Zucchero a velo', '140g'], ['Farina 00', '350g'], ['Tuorli', '2'], ['Burro', '220g'], ['Scorza di limone', '1'], ['Ricotta vaccina', '500g'], ['Zucchero', '175g'], ['Tuorli', '2'], [""Scorza d'arancia"", '1'], ['Cannella in polvere', '1pizzico'], ['Gocce di cioccolato fondente', '40g']]","Per preparare la crostata di ricotta cominciate da quest’ultima e lasciatela scolare in un colino per circa un paio d'ore nel mezzo formate una fontana con le mani e versateci i tuorli Grattugiate la scorza di limone che potrete avvolgere nella pellicola trasparente lasciando riposare in frigorifero per almeno una mezzora Intanto occupatevi della crema. In un mixer versate i tuorli insieme allo zucchero e grattugiate la scorza d’arancia poi aggiungete la cannella in polvere Per ultima aggiungete anche la ricotta Ottenete così un disco di circa 3-4 mm Con le dita sistematela accuratamente affinché la pasta combaci per bene alla teglia. Se dovesse rompersi in alcuni punti, non preoccupatevi, sarà sufficiente rattopparli con dei pezzetti di pasta. Pareggiate i bordi in superficie passandoci su il matterello e poi bucherellate la base con una forchetta Nel mezzo versateci la crema di ricotta Poi cospargete la superficie con le gocce di cioccolato Livellate la crostata passandoci il matterello così da eliminare la frolla in eccesso (che potrete congelare per poi usare in un'altra occasione magari per realizzare dei biscotti!) e facendo fuoriuscire l’aria Per finire forate la superficie con una lama più utile della forchetta in questo caso, e cuocete "
87,Vitello tonnato,Antipasti,https://ricette.giallozafferano.it/Vitello-tonnato.html,6,"[['Vitello', '800g'], ['Sedano', '1'], ['Carote', '1'], ['Cipolle dorate', '1'], ['Aglio', '1'], ['Vino bianco', '250g'], ['Acqua', '5l'], ['Alloro', '1'], ['Chiodi di garofano', '3'], [""Olio extravergine d'oliva"", '3'], ['Pepe nero in grani', '½'], ['Sale fino', '2pizzichi'], ['Uova', '2'], [""Tonno sott'olio"", '100g'], [""Acciughe sott'olio"", '3'], ['Capperi sotto sale', '5g'], ['Frutti di cappero ', 'q.b.']]","Per preparare il vitello tonnato, iniziate dalla pulizia delle verdure che serviranno per cuocere la carne. Lavatele, quindi pelate la carota e spuntatela, tagliatela in pezzi Poi eliminate le estremità dal sedano e tagliate anch'esso in pezzi Sbucciate la cipolla e dividetela in 2 parti Man mano raccogliete gli ingredienti in una ciotola e aggiungete anche l’aglio intero, senza camicia.Passate alla pulizia della carne eliminando eventuali cartilagini e filamenti di grasso In una pentola capiente mettete il pezzo di girello, le verdure tagliate la foglia di alloro, 2-3 chiodi di garofano e i grani di pepe nero Versate il vino bianco Unite due pizzichi di sale e poi l’olio Accendete il fornello e attendete che raggiunga il bollore, dopodiché, man a mano eliminate la schiuma che affiorerà in superficie Poi chiudete col coperchio e abbassate leggermente la fiamma lasciando cuocere circa 40-45 minuti: ricordando che per ogni 500 g di carne occorrono circa 30 minuti di cottura. L’importante è che al cuore la carne non superi i 65°, da misurare con un termometro da cucina Una volta cotto il pezzo di carne scolatelo e lasciatelo raffreddare completamente Poi eliminate alloro, pepe e chiodi di garofano Recuperate 1/3 del brodo ottenuto e lasciatelo restringere a fiamma alta per una decina di minuti. La restante parte di brodo di carne sarà utile per altre preparazione, come per esempio i Intanto passate a preparare le In un pentolino con abbondante acqua fredda immergete le uova fresche. Accendete il fornello e dal momento del bollore contate 9 minuti Quando saranno rassodate scolatele e sciacquatele sotto acqua fredda. Una volta raffreddate, sgusciatele e tagliatele in 4 parti Unite gli spicchi d’uovo nella ciotola con le verdure Aggiungete anche il tonno sgocciolato le acciughe sott’olio e i capperi dissalati (potete dissalarli sciacquandoli sotto acqua fresca corrente) infine aggiungete un po’ di brodo Utilizzate il frullatore ad immersione (eventualmente va bene anche il classico mixer) e aggiungete altro brodo al bisogno Frullate fino ad ottenere una crema liscia e della consistenza che preferite A questo punto la carne dovrebbe essere completamente fredda. Affettatela sottilmente con un coltello a lama liscia Disponete le fettine in un piatto da portata e versate nel mezzo la crema ottenuta. Decorate infine con i frutti di cappero, qualcuno intero e qualcuno tagliato a metà ed ecco pronto il vostro vitello tonnato "
88,Involtini primavera,Antipasti,https://ricette.giallozafferano.it/Involtini-primavera.html,8,"[['Sfoglie per involtini', '52158'], ['Cavolo cappuccio', '300g'], ['Carote', '60g'], ['Cipolle bianche', '50g'], ['Vino di riso', '30g'], ['Olio di semi di arachide', 'q.b.'], ['Sale fino', 'q.b.'], ['Pepe bianco', 'q.b.'], ['Albumi', 'q.b.'], ['Olio di semi di arachide', 'q.b.']]","Per preparare gli involtini primavera, per prima cosa scongelate le sfoglie già pronte e copritele con un canovaccio leggermente inumidito per evitare che si secchino. Mondate e tagliate a listarelle sottili il cavolo cappuccio le cipolle Fate scaldare il wok a fuoco alto, poi versate l’olio di semi e le cipolle Soffriggete per un paio di minuti, poi unite le carote e il cavolo cappuccio Condite con sale e pepe Aggiungete anche il vino di riso Trasferite le verdure in un colino per eliminare il liquido in eccesso, quindi allargatele un po' con le bacchette per preservarne meglio il colore e consistenza A questo punto potete comporre gli involtini: disponete una sfoglia per volta sul canovaccio con un angolo rivolto verso di voi e aggiungete una manciata di ripieno sulla metà inferiore Piegate l’angolo inferiore verso l’alto e arrotolate senza premere per coprire il ripieno poi ripiegate gli angoli ai lati verso il centro Infine arrotolate l’involtino dal basso verso l’alto potete utilizzare le dita o un pennello. Non premete troppo o la sfoglia potrebbe rompersi. Procedete in questo modo per formare tutti gli involtini Ora scaldate nuovamente il wok, poi versate abbondante olio di semi girandoli su entrambi i lati Quando saranno ben dorati su entrambi i lati, scolate gli involtini Servite i vostri involtini primavera ancora caldi accompagnati con salsa piccante o agrodolce "
89,Pasta al forno,Primi piatti,https://ricette.giallozafferano.it/Pasta-al-forno.html,10,"[['Rigatoni', '600g'], ['Uova', '4'], ['Parmigiano Reggiano DOP', '3'], ['Scamorza (provola)', '300g'], ['Maiale', '250g'], ['Salsiccia', '150g'], ['Parmigiano Reggiano DOP', '100g'], ['Pane', '100g'], ['Prezzemolo', '2'], ['Uova', '2'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], ['Noce moscata', '1pizzico'], ['Passata di pomodoro', '1l'], ['Cipolle bianche', '1'], ['Aglio', '1'], [""Olio extravergine d'oliva"", '4'], ['Sale fino', 'q.b.'], ['Basilico', '5'], ['Pepe nero', 'q.b.'], ['Latte intero', '1l'], ['Farina 00', '80g'], ['Burro', '80g'], ['Sale fino', 'q.b.'], ['Noce moscata', '1pizzico']]","Per preparare la pasta al forno, cominciate dall’impasto per le polpettine. Per prima cosa prendete la salsiccia, tagliatela a metà Quindi tritate grossolanamente la carne con un coltello In una ciotola più grande versate la carne trita ed aggiungete la salsiccia unite il parmigiano grattugiato il prezzemolo tritato e la mollica di pane precedentemente sbriciolata nel mixer Aggiungete quindi le uova Quando l’olio sarà caldo, versate la passata di pomodoro Salate, pepate e lasciate cuocere per 30 minuti a fuoco lento e con coperchio mescolando di tanto in tanto. Nel frattempo, modellate le polpettine di carne da circa 10 g l’una Con questo impasto riuscirete ad ottenere circa 70 polpettine rascorso il tempo di cottura del sugo, rimuovete l’aglio Aggiustate di sale e pepe e mescolate con una spatola. Lasciate cuocere ancora a fuoco basso per 15 minuti. Aggiungete quindi le foglie di basilico spezzettato quindi raffreddatele sotto l’acqua corrente fredda. Una volta fredde, sgusciate le uova sode e tagliatele a fettine con l’apposito strumento o con un coltellino affilato Poi, tagliate la scamorza a fette, quindi a striscioline, infine a cubetti Riponete in una ciotolina e tenete da parte. A questo punto procedete con la preparazione della besciamella: scaldate il latte in un pentolino In un tegame a parte scaldate il burro a tocchetti e lasciatelo sciogliere a fuoco basso. Spegnete il fuoco e unite al burro sciolto la farina a pioggia mescolando energicamente con una frusta a mano per evitare la formazione di grumi Rimettete il pentolino sul fuoco e cuocete la crema ottenuta a fuoco basso fino a che non diverrà dorata: in questo modo otterrete un roux.Aggiungete quindi il latte ormai caldo a filo, aromatizzate con della noce moscata e salate. Cuocete la besciamella per 5-6 minuti a fuoco dolce fino a che non si sarà addensata, continuando a mescolare con la frusta a mano Trasferite la besciamella in una ciotola e copritela con della pellicola a contatto fino al suo utilizzo per evitare la formazione della crosticina in superficie. Lessate la pasta in abbondante acqua salata Prendete il sugo di polpette ormai pronto e unitelo alla pasta Amalgamate bene gli ingredienti con un cucchiaio Quindi distribuite un velo di besciamella sul fondo di una pirofila Distribuite sopra la pasta metà delle uova sode a fettine e metà della scamorza a cubetti Condite il primo strato con alcune cucchiaiate di besciamella Cospargete con scamorza a cubetti Spolverizzate con il restante parmigiano grattugiato "
